排名,姓名,姓名（英文）,财富（亿美元）,财富来源,国家和地区
330,德科·齐夫,Dirk Ziff,50,投资,美国
330,罗伯特·齐夫,Robert Ziff,50,投资,美国
345,拉海尔·布劳赫,Rahel Blocher,49,化工,瑞士
345,李彦宏,Robin Li,49,互联网搜索,中国内地
345,卡伦·普利兹克,Karen Pritzker,49,"酒店, 投资",美国
345,马克·谢恩伯格,Mark Scheinberg,49,网络博彩,加拿大
349,陈东升,Chen Dongsheng,48,保险,中国内地
349,安德里亚斯·哈尔沃森,Andreas Halvorsen,48,对冲基金,挪威
349,迈克尔·赫茨,Michael Herz,48,咖啡,德国
349,沃尔夫冈·赫茨,Wolfgang Herz,48,咖啡,德国
349,毕齐纳·伊万尼什维利,Bidzina Ivanishvili,48,投资,格鲁吉亚
349,萨维特里·金达尔及家族,Savitri Jindal & family,48,钢铁,印度
349,保利娜·麦克米伦·凯纳斯,Pauline MacMillan Keinath,48,嘉吉,美国
349,安德烈·柯兹特钦,Andrei Kozitsyn,48,金属,俄罗斯
349,弗兰克·洛伊,Frank Lowy,48,百货中心,澳大利亚
349,卡洛斯·阿尔贝托·斯库彼拉及家族,Carlos Alberto Sicupira & family,48,啤酒,巴西
349,汪滔,Frank Wang,48,无人机,中国内地
349,山姆·泽尔,Sam Zell,48,"房地产, 私募股权",美国
361,阿南达·克里斯南,Ananda Krishnan,47,"电信, 媒体",马来西亚
361,雷尼·班科,Rene Benko,47,"房地产, 零售",奥地利
361,劳伦特·达索,Laurent Dassault,47,多元化经营,法国
361,奥利维亚·达索,Olivier Dassault,47,多元化经营,法国
361,特里·达索,Thierry Dassault,47,多元化经营,法国
361,吉姆·戴维斯及家族,Jim Davis & family,47,New Balance,美国
361,斯坦利·德鲁肯米勒,Stanley Druckenmiller,47,对冲基金,美国
361,玛丽-海伦·哈伯特,Marie-Hélène Habert,47,多元化经营,法国
361,黄仁勋,Jensen Huang,47,半导体,美国
361,弗雷德里克·伦德伯格,Fredrik Lundberg,47,"房地产, 投资",瑞典
361,沃尔夫冈·赖曼,Wolfgang Reimann,47,消费品,德国
361,马提亚斯·赖曼·安德森,Matthias Reimann-Andersen,47,消费品,德国
361,斯蒂芬·赖曼·安德森,Stefan Reimann-Andersen,47,消费品,德国
361,雷娜特·赖曼-哈斯,Renate Reimann-Haas,47,消费品,德国
375,彼得·阿文,Pyotr Aven,46,"石油, 银行业",俄罗斯
375,阿瑟·布兰克,Arthur Blank,46,家得宝,美国
375,查尔斯·多兰及家族,Charles Dolan & family,46,有线电视,美国
375,乔·刘易斯,Joe Lewis,46,投资,英国
375,乔治·卢卡斯,George Lucas,46,星球大战,美国
375,伯纳德·马库斯,Bernard Marcus,46,家得宝,美国
375,约翰·鲁伯特及家族,Johann Rupert & family,46,奢侈品,南非
375,杰夫·斯科尔,Jeff Skoll,46,eBay,美国
383,切斯·科尔曼三世,Chase Coleman III,45,对冲基金,美国
383,罗科·科米索,Rocco Commisso,45,电信,美国
383,塔玛拉·古斯塔夫森,Tamara Gustavson,45,自助存储,美国
383,黄世霖,Huang Shilin,45,电池,中国内地
383,詹姆斯·欧文,James Irving,45,多元化经营,加拿大
383,梁绍鸿,Edwin Leong,45,房地产,中国香港
383,三木谷浩史,Hiroshi Mikitani,45,网络零售,日本
383,谢尔盖·波波夫,Sergei Popov,45,银行业,俄罗斯
383,泰迪·萨吉,Teddy Sagi,45,博彩软件,以色列
383,弗里德·斯普林格,Friede Springer,45,出版,德国
383,伦纳德·斯特恩,Leonard Stern,45,房地产,美国
383,蒂姆·斯维尼,Tim Sweeney,45,电子游戏,美国
383,汪立平及家族,Wang Liping & family,45,液压机械,中国内地
383,王振华,Wang Zhenhua,45,房地产,中国内地
383,罗伯特·巴斯,Robert Bass,45,"石油, 投资",美国
383,车建新,Che Jianxing,45,家具零售,中国内地
383,陈向东,Larry Xiangdong Chen,45,教育,中国内地
383,丹尼斯·科茨,Denise Coates,45,网络博彩,英国
401,让-米歇尔·贝尼耶,Jean-Michel Besnier,44,奶酪,法国
401,玛丽·贝尼耶·博瓦罗,Marie Besnier Beauvalot,44,奶酪,法国
401,郭广昌,Guo Guangchang,44,联合大企业,中国内地
401,安蒂·赫林,Antti Herlin,44,"电梯, 滚梯",芬兰
401,雷伊·李·亨特,Ray Lee Hunt,44,"石油, 房地产",美国
401,玛莎·英格拉姆及家族,Martha Ingram & family,44,"书籍分销, 交通运输",美国
401,马克·拉德雷德·拉夏里埃,Marc Ladreit de Lacharriere,44,金融,法国
401,李泽楷,Richard Li,44,电信,中国香港
401,小罗伯特·里奇,Robert Rich Jr,44,冷冻食品,美国
401,小朱利安·罗伯逊,Julian Robertson Jr,44,对冲基金,美国
401,沃尔特·斯科特及家族,Walter Scott Jr & family,44,"公用事业, 电信",美国
401,格奥尔格·斯坦普夫,Georg Stumpf,44,"房地产, 建筑施工",奥地利
401,王传福,Wang Chuanfu,44,"电池, 汽车",中国内地
414,杰罗尼莫·阿朗戈及家族,Jeronimo Arango & family,43,零售,墨西哥
414,胡安·弗朗西斯科·贝克曼·比达尔及家族,Juan Francisco Beckmann Vidal & family,43,龙舌兰酒,墨西哥
414,亚历山大·贝林,Alexandre Behring,43,投资,巴西
414,多纳·贝尔塔雷利,Dona Bertarelli,43,生物技术,瑞士
414,马克·库班,Mark Cuban,43,网络媒体,美国
414,蒂尔曼·弗提塔,Tilman Fertitta,43,"休斯敦火箭队, 娱乐",美国
414,普拉卡什·洛希亚,Sri Prakash Lohia,43,石化,印尼
414,吉姆·帕蒂森,Jim Pattison,43,多元化经营,加拿大
414,约翰·A.索布拉托及家族,John A. Sobrato & family,43,房地产,美国
414,朗达·斯瑞克,Ronda Stryker,43,医疗设备,美国
414,穆拉特·乌尔卡,Murat Ulker,43,食品,土耳其
414,周鸿祎,Zhou Hongyi,43,安全软件,中国内地
426,西奥·穆勒,Theo Mueller,42,奶业,德国
426,约翰·保尔森,John Paulson,42,对冲基金,美国
426,艾萨德·里布拉布及家族,Issad Rebrab & family,42,食品,阿尔及利亚
426,谢尔登·索罗,Sheldon Solow,42,房地产,美国
426,孙大卫,David Sun,42,计算机硬件,美国
426,杜纪川,John Tu,42,计算机硬件,美国
426,魏建军及家族,Wei Jianjun & family,42,汽车,中国内地
426,巴贾吉兄弟,Bajaj brothers,42,多元化经营,印度
426,史蒂芬·比斯奥蒂,Stephen Bisciotti,42,"人力资源服务, 巴尔的摩渡鸦队",美国
426,阿什温·达尼,Ashwin Dani,42,漆料,印度
426,查尔斯·B·约翰逊,Charles B. Johnson,42,资金管理,美国
437,那森·布莱卡斯亚克,Nathan Blecharczyk,41,爱彼迎,美国
437,尼尔·布鲁及家族,Neal Blue & family,41,防务,美国
437,布莱恩·切斯基,Brian Chesky,41,爱彼迎,美国
437,冈瑟·菲尔曼及家族,Guenther Fielmann & family,41,验光,德国
437,曾立强,Chen Lip Keong,41,"博彩, 房地产",马来西亚
437,乔·吉比亚,Joe Gebbia,41,爱彼迎,美国
437,安德烈·古里厄夫及家族,Andrei Guriev & family,41,肥料,俄罗斯
437,阿克塞尔·奥伯尔维兰德,Axel Oberwelland,41,糖果,德国
437,潘苏通,Pan Sutong,41,"房地产, 金融",中国香港
437,奥古斯都·佩尔费蒂与乔治奥·佩尔费蒂,Augusto & Giorgio Perfetti,41,糖果,意大利
437,奥德·莱坦,Odd Reitan,41,"零售, 房地产",挪威
437,翁俊民及家族,Tahir & family,41,多元化经营,印尼
437,王文学,Wang Wenxue,41,房地产,中国内地
437,杨建文,Yeung Kin-man,41,电子,中国香港
451,玛格特·伯明翰·佩罗,Margot Birmingham Perot,40,"计算机服务, 房地产",美国
451,杰克·丹杰蒙德,Jack Dangermond,40,地图软件,美国
451,特劳德尔·恩格尔霍恩及家族,Traudl Engelhorn & family,40,"医药, 医疗设备",德国
451,约书亚·哈里斯,Joshua Harris,40,私募股权,美国
451,威亚切斯拉夫·坎托尔,Viatcheslav Kantor,40,"肥料, 房地产",俄罗斯
451,罗纳德·劳德,Ronald Lauder,40,雅诗兰黛,美国
451,贞尼斯·麦克奈尔,Janice McNair,40,"能源, 体育",美国
451,塞米·马内姆内,Sami Mnaymneh,40,私募股权,美国
451,重田康光及家族,Yasumitsu Shigeta & family,40,移动电话零售,日本
451,杰里·斯派尔,Jerry Speyer,40,房地产,美国
451,托尼·塔梅尔,Tony Tamer,40,私募股权,美国
451,拉多万·维特克,Radovan Vitek,40,房地产,捷克共和国
451,汪林朋,Wang Linpeng,40,家具零售,中国内地
451,拉斯·韦纳,Russ Weiner,40,能量饮料,美国
451,莱斯·卫克斯奈及家族,Les Wexner & family,40,零售,美国
451,姚良松,Yao Liangsong,40,家具,中国内地
451,朱保国及家族,Zhu Baoguo & family,40,医药,中国内地
468,林百里,Barry Lam,39,电子,中国台湾
468,林惠英,Lam Wai Ying,39,智能手机屏幕,中国香港
468,玛格丽塔·刘易斯-德雷弗斯及家族,Margarita Louis-Dreyfus & family,39,大宗商品,瑞士
468,伊戈尔·奥伦尼科夫,Igor Olenicoff,39,房地产,美国
468,艾萨克·珀尔马特,Isaac Perlmutter,39,漫威漫画,美国
468,其实及家族,Qi Shi & family,39,金融信息,中国内地
468,卡洛斯·罗德里格斯-帕斯托,Carlos Rodriguez-Pastor,39,金融,秘鲁
468,胡安·罗伊格,Juan Roig,39,超市,西班牙
468,史蒂文·伍得瓦-赫兹,Steven Udvar-Hazy,39,航空器租赁,美国
468,王玉锁及家族,Wang Yusuo & family,39,天然气分销,中国内地
468,赵燕,Zhao Yan,39,"医药, 房地产",中国内地
468,安康,An Kang,39,医药,中国内地
468,丁世家,Ding Shijia,39,运动服装,中国内地
468,丁世忠,Ding Shizhong & family,39,运动服装,中国内地
468,古斯塔夫·道格拉斯,Gustaf Douglas,39,投资,瑞典
468,肯·费舍尔,Ken Fisher,39,资金管理,美国
484,玛丽亚·费尔南达·阿莫林及家族,Maria Fernanda Amorim & family,38,"能源, 投资",葡萄牙
484,拉胡尔·巴贾吉,Rahul Bajaj,38,多元化经营,印度
484,程雪,Cheng Xue,38,酱油,中国内地
484,玛丽安·伊里奇,Marian Ilitch,38,小凯撒,美国
484,玛丽·艾丽斯·多兰斯·马龙,Mary Alice Dorrance Malone,38,金宝汤,美国
484,尤里·米尔纳,Yuri Milner,38,科技投资,以色列
484,埃马努埃莱 ·萨普托及家族,Emanuele (Lino) Saputo & family,38,奶酪,加拿大
484,沙乌勒·沙尼,Shaul Shani,38,电信,以色列
484,哈里·斯泰恩,Harry Stine,38,农业,美国
484,杰夫·萨顿,Jeff Sutton,38,房地产,美国
494,阿卜杜拉·本·艾哈迈德·古赖尔及家族,Abdulla bin Ahmad Al Ghurair & family,37,多元化经营,阿联酋
494,大卫·巴克利和弗雷德里克·巴克利,David & Frederick Barclay,37,"媒体, 零售",英国
494,尼尔·布卢姆,Neil Bluhm,37,房地产,美国
494,大卫·邦德曼,David Bonderman,37,私募股权,美国
494,让·皮埃尔·卡亚尔,Jean-Pierre Cayard,37,烈酒,法国
494,安德鲁·加里,Andrew Currie,37,化工,英国
494,杰弗·格林,Jeff Greene,37,"房地产, 投资",美国
494,里德·哈斯廷斯,Reed Hastings,37,Netflix,美国
494,弗拉基米尔·金,Vladimir Kim,37,矿业,哈萨克斯坦
494,特德·勒纳及家族,Ted Lerner & family,37,房地产,美国
494,李华,Li Wa,37,房地产,中国香港
494,迈克尔·米尔肯,Michael Milken,37,投资,美国
494,似鸟昭雄,Akio Nitori,37,家庭装修,日本
494,伊丹·奥弗,Idan Ofer,37,"钻探, 航运",以色列
494,米切尔·雷尔斯,Mitchell Rales,37,"制造业, 投资",美国
494,约翰·里斯,John Reece,37,化工,英国
494,特雷弗·里斯-琼斯,Trevor Rees-Jones,37,油气,美国
494,库夏·帕尔·辛格,Kushal Pal Singh,37,房地产,印度
494,米哈·索罗,Michal Solowow,37,投资,波兰
494,阿亚瓦特·斯里瓦塔那布拉帕及家族,Aiyawatt Srivaddhanaprabha & family,37,免税店,泰国
514,达格玛·杜比及家族,Dagmar Dolby & family,36,杜比实验室,美国
514,斯科特·邓肯,Scott Duncan,36,管线,美国
514,米兰内·弗朗茨,Milane Frantz,36,管线,美国
514,弗里茨·戈登斯迈迪恩,Frits Goldschmeding,36,临时工中介,荷兰
514,卢西亚诺·昂,Luciano Hang,36,百货商场,巴西
514,海达·伊姆·布拉姆-德勒格,Hedda im Brahm-Droege,36,咨询,德国
514,谢中民,Sumet Jiaravanon,36,多元化经营,泰国
514,李德义,Samuel Tak Lee,36,房地产,中国香港
514,李耀祖、李耀升,Lee Yeow Chor & Yeow Seng,36,"棕榈油, 房地产",马来西亚
514,林书鸿,Lin Shu-hong,36,石化,中国台湾
514,永守重信,Shigenobu Nagamori,36,马达,日本
514,聂腾云及家族,Nie Tengyun & family,36,物流,中国内地
514,罗杰·莱尼及家族,Rodger Riney & family,36,折扣经纪,美国
514,加里·罗林斯,Gary Rollins,36,害虫控制,美国
514,亚历山德拉·斯科尔古伯,Alexandra Schoerghuber,36,房地产,德国
514,托马斯·西贝尔,Thomas Siebel,36,商业软件,美国
514,林希·斯奈德,Lynsi Snyder,36,In-N-Out Burger,美国
514,史蒂文·斯皮尔伯格,Steven Spielberg,36,电影,美国
514,唐纳德·斯特林,Donald Sterling,36,房地产,美国
514,廖汤慧霭,Rita Tong Liu,36,房地产,中国香港
514,王恒,Roger Wang,36,零售,美国
514,兰达·邓肯·威廉姆斯,Randa Duncan Williams,36,管线,美国
514,阿洛伊斯·沃本,Aloys Wobben,36,风力发电机,德国
514,丹宁·阿瓦拉,Dannine Avara,36,管线,美国
538,保罗·辛格,Paul Singer,35,对冲基金,美国
538,大卫·斯图尔特,David Steward,35,IT提供商,美国
538,郑鸿标,Teh Hong Piow,35,银行业,马来西亚
538,弗兰克·范德士,Frank VanderSloot,35,"营养, 健康产品",美国
538,M.A.优素福·阿里,M.A. Yusuff Ali,35,零售,印度
538,张宏伟,Zhang Hongwei,35,"石油, 银行业",中国内地
538,张欣 & 潘石屹,Zhang Xin & Pan Shiyi,35,房地产,中国内地
538,本·阿什肯纳齐,Ben Ashkenazy,35,房地产,美国
538,乌苏拉·贝克托什梅尔-基普,Ursula Bechtolsheimer-Kipp,35,零售,德国
538,文森特·博罗雷及家族,Vincent Bolloré & family,35,投资,法国
538,谢正民,Jaran Chiaravanont,35,多元化经营,泰国
538,哈斯穆克·丘德加,Hasmukh Chudgar,35,医药,印度
538,杜耳塞·普格里斯·德·戈多伊·布埃诺,Dulce Pugliese de Godoy Bueno,35,"医院, 医疗护理",巴西
538,穆拉利·迪维及家族,Murali Divi & family,35,医药,印度
538,小阿莫斯·霍斯泰特,Amos Hostetter Jr,35,有线电视,美国
538,谢大民,Montri Jiaravanont,35,多元化经营,泰国
538,高民环及家族,Min Kao & family,35,导航设备,美国
538,伊戈尔·克萨伊夫,Igor Kesaev,35,"烟草分销, 零售",俄罗斯
538,李运强,Patrick Lee,35,纸业,中国香港
538,道格拉斯·莱昂内,Douglas Leone,35,创投,美国
538,林斌,Lin Bin,35,智能手机,美国
538,加布·纽厄尔,Gabe Newell,35,电子游戏,美国
538,彭云鹏,Prajogo Pangestu,35,石化,印尼
538,安东尼·普利兹克,Anthony Pritzker,35,"酒店, 投资",美国
538,兰德尔·罗林斯,Randall Rollins,35,害虫控制,美国
538,亨利·萨缪里,Henry Samueli,35,半导体,美国
538,查尔斯·西蒙尼,Charles Simonyi,35,微软,美国
565,卡皮尔·巴蒂亚和拉胡尔·巴蒂亚,Kapil & Rahul Bhatia,34,航空公司,印度
565,理查德·布兰森,Richard Branson,34,维珍,英国
565,瑞克·卡鲁索,Rick Caruso,34,房地产,美国
565,布巴·凯西,Bubba Cathy,34,Chick-fil-A,美国
565,丹·凯西,Dan Cathy,34,Chick-fil-A,美国
565,马韩德拉·高格斯及家族,Mahendra Choksi & family,34,漆料,印度
565,董伟,Dong Wei,34,医药,中国内地
565,帕维尔·杜罗夫,Pavel Durov,34,讯息应用,俄罗斯
565,胡安·卡洛斯·埃斯科泰,Juan Carlos Escotet,34,银行业,委内瑞拉
565,谢尔盖·加利茨基,Sergei Galitsky,34,零售,俄罗斯
565,杰米·吉林斯基·巴卡尔,Jaime Gilinski Bacal,34,银行业,哥伦比亚
565,何超琼,Pansy Ho,34,博彩,中国香港
565,黄如论,Huang Rulun,34,房地产,中国内地
565,丹尼尔·克雷钦斯基,Daniel Kretinsky,34,能源供应,捷克共和国
565,米格尔·克里格斯纳,Miguel Krigsner,34,化妆品,巴西
565,路德维希·默克勒,Ludwig Merckle,34,医药,德国
565,森章及家族,Akira Mori & family,34,房地产,日本
565,迈克尔·莫里茨,Michael Moritz,34,创投,美国
565,J.B.普利兹克,J.B. Pritzker,34,"酒店, 投资",美国
565,小恩里克·雷颂,Enrique Razon Jr,34,港口,菲律宾
565,托马斯·史密德海尼,Thomas Schmidheiny,34,水泥,瑞士
565,理查德·舒尔茨,Richard Schulze,34,百思买,美国
565,林恩·舒斯特曼,Lynn Schusterman,34,"油气, 投资",美国
565,罗密什·T·瓦德哈尼,Romesh T. Wadhwani,34,软件,美国
565,张劲,Zhang Jin,34,多元化经营,中国内地
590,维克拉姆·拉尔,Vikram Lal,33,摩托车,印度
590,简·劳德,Jane Lauder,33,雅诗兰黛,美国
590,林秀成及家族,Lin Xiucheng & family,33,电子,中国内地
590,穆罕默德·曼苏尔,Mohamed Mansour,33,多元化经营,埃及
590,约翰·米德尔顿,John Middleton,33,烟草,美国
590,阿农·米尔坎,Arnon Milchan,33,电影制作,以色列
590,阿图罗·莫雷诺,Arturo Moreno,33,"广告牌, 洛杉矶安那罕天使队",美国
590,迈克尔·奥托,Michael Otto,33,"零售, 房地产",德国
590,亚历山大·波诺马连科,Alexander Ponomarenko,33,"房地产, 机场",俄罗斯
590,德克·罗斯曼及家族,Dirk Rossmann & family,33,药妆店,德国
590,施永宏,Shi Yonghong & family,33,餐饮,中国内地
590,亚历山大·斯库罗波加特科,Alexander Skorobogatko,33,"房地产, 机场",俄罗斯
590,安东尼·冯曼德尔,Anthony von Mandl,33,酒精饮料,加拿大
590,梅格·惠特曼,Meg Whitman,33,eBay,美国
590,克里斯托弗·泽勒,Christoph Zeller,33,牙种植体,列支敦士登
590,马希德·弗泰伊姆及家族,Majid Al Futtaim & family,33,"房地产, 零售",阿联酋
590,穆哈德·阿利塔徳,Mohed Altrad,33,"脚手架, 水泥搅拌机",法国
590,莎丽·阿里森,Shari Arison,33,嘉年华邮轮,以色列
590,约翰·阿诺德,John Arnold,33,对冲基金,美国
590,约翰·卡西马蒂斯,John Catsimatidis,33,"石油, 房地产",美国
590,朱孟依及家族,Chu Mang Yee & family,33,房地产,中国内地
590,丹·弗莱德金,Dan Friedkin,33,丰田经销店,美国
590,H·菲斯克·约翰逊,H. Fisk Johnson,33,清洁产品,美国
590,S·柯蒂斯·约翰逊,S. Curtis Johnson,33,清洁产品,美国
590,海伦·约翰逊-雷波德,Helen Johnson-Leipold,33,清洁产品,美国
590,温弗雷德·约翰逊-马奎特,Winifred Johnson-Marquart,33,清洁产品,美国
616,奇普·威尔逊,Chip Wilson,32,Lululemon,加拿大
616,徐镜人,Xu Jingren,32,医药,中国内地
616,丹尼斯·约克及家族,Denise York & family,32,旧金山49人队,美国
616,詹克团,Micree Zhan,32,加密货币矿机芯片,中国内地
616,张文中,Zhang Wenzhong,32,超市,中国内地
616,安德烈·巴比斯,Andrej Babis,32,农业,捷克共和国
616,盖尔·本生,Gayle Benson,32,职业体育队,美国
616,伯特·贝弗里奇,Bert Beveridge,32,伏特加,美国
616,查尔斯·科恩,Charles Cohen,32,房地产,美国
616,约翰·克里森,John Collison,32,支付软件,爱尔兰
616,帕特里克·克里森,Patrick Collison,32,支付软件,爱尔兰
616,利昂·库珀曼,Leon G. Cooperman,32,对冲基金,美国
616,亚基尔·加巴伊,Yakir Gabay,32,房地产,塞浦路斯
616,汤姆·格里萨诺,Tom Golisano,32,薪酬服务,美国
616,乔纳森·格雷,Jonathan Gray,32,投资,美国
616,马丁·海夫纳,Martin Haefner,32,"软件, 投资",瑞士
616,老杰里米·雅各布斯及家族,Jeremy Jacobs Sr & family,32,食品服务,美国
616,姜滨,Jiang Bin,32,声学组件,中国内地
616,小鲁珀特·约翰逊,Rupert Johnson Jr,32,资金管理,美国
616,达里尔·卡茨,Daryl Katz,32,药店,加拿大
616,肯·朗格尼,Ken Langone,32,投资,美国
616,冈瑟·莱曼及家族,Guenther Lehmann & family,32,药妆店,德国
616,詹姆斯·勒普林诺,James Leprino,32,奶酪,美国
616,李海燕,Li Haiyan,32,餐饮,中国内地
616,罗纳德·麦高利,Ronald McAulay,32,能源,中国香港
616,三木正浩,Masahiro Miki,32,鞋类,日本
616,约翰·莫里斯,John Morris,32,体育商品零售,美国
616,汉斯·乔治·纳德,Hans Georg Naeder,32,义肢,德国
616,保罗·马里奥·罗卡和吉安菲利斯·马里奥·罗卡,Paolo & Gianfelice Mario Rocca,32,管道制造业,意大利
616,马克·罗恩,Marc Rowan,32,私募股权,美国
616,伊扎克·特苏瓦,Yitzhak Tshuva,32,房地产,以色列
616,董建成,Tung Chee Chen,32,航运,中国香港
648,阿尼尔·阿加瓦尔及家族,Anil Agarwal & family,31,"矿业, 金属",印度
648,伊戈尔·阿图辛,Igor Altushkin,31,金属,俄罗斯
648,阿兰·布夏尔,Alain Bouchard,31,零售,加拿大
648,迪米特里·巴赫曼,Dmitry Bukhman,31,网络游戏,俄罗斯
648,叶戈尔·巴赫曼,Igor Bukhman,31,网络游戏,俄罗斯
648,约翰·保罗·德约里尔,John Paul DeJoria,31,"头发产品, 龙舌兰酒",美国
648,古斯塔沃·迪尼格里,Gustavo Denegri,31,生物技术,意大利
648,伯纳德·埃克莱斯顿及家族,Bernard Ecclestone & family,31,一级方程式,英国
648,阿兰·戈德曼,Allan Goldman,31,房地产,美国
648,简·戈德曼,Jane Goldman,31,房地产,美国
648,埃米·戈德曼·福勒,Amy Goldman Fowler,31,房地产,美国
648,托马斯·哈根,Thomas Hagen,31,保险,美国
648,唐·汉基,Don Hankey,31,汽车贷款,美国
648,彼得·哈格里夫斯,Peter Hargreaves,31,金融服务,英国
648,黄立,Huang Li,31,成像系统,中国内地
648,尔曼·伊利卡克,Erman Ilicak,31,建筑施工,土耳其
648,伊藤雅俊,Masatoshi Ito,31,零售,日本
648,戴安·坎珀尔,Diane Kemper,31,房地产,美国
648,吕向阳,Lu Xiangyang,31,"汽车, 电池",中国内地
648,丹尼尔·奥奇,Daniel Och,31,对冲基金,美国
648,朴渊次,Park Yeon-cha,31,运动鞋,韩国
648,卡雷尔·科玛列克,Karel Komarek,31,"油气, IT",捷克共和国
648,卡珊·帕特尔,Karsanbhai Patel,31,消费品,印度
648,托马斯·普利兹克,Thomas Pritzker,31,"酒店, 投资",美国
648,尼古拉斯·皮埃什,Nicolas Puech,31,爱马仕,法国
648,小爱德华·罗斯基,Edward Roski Jr,31,房地产,美国
648,约翰·萨尔,John Sall,31,软件,美国
648,凯鲁·丹绒,Chairul Tanjung,31,多元化经营,印尼
648,阿布合·瓦基尔及家族,Abhay Vakil & family,31,漆料,印度
648,吴志刚及家族,Wu Zhigang & family,31,面包连锁店,中国内地
648,史蒂夫·韦恩,Steve Wynn,31,"博彩, 酒店",美国
648,易峥,Yi Zheng,31,软件,中国内地
680,巴里·迪勒,Barry Diller,30,网络媒体,美国
680,贝内特·多兰斯,Bennett Dorrance,30,金宝汤,美国
680,方威,Fang Wei,30,钢铁,中国内地
680,皮耶罗·法拉利,Piero Ferrari,30,汽车,意大利
680,傅利泉,Fu Liquan,30,监控设备,中国内地
680,克里斯蒂安·豪布,Christian Haub,30,零售,德国
680,海蒂·霍滕,Heidi Horten,30,零售,奥地利
680,詹姆斯·埃尔舍,James Irsay,30,印第安纳波利斯小马队,美国
680,李泰,Thai Lee,30,IT提供商,美国
680,梁安琪,Angela Leong,30,博彩,中国香港
680,李留法及家族,Li Liufa & family,30,"钢铁, 多元化经营",中国内地
